fold_1,fold_2,fold_3,fold_4,fold_5
9792,9424,10004,9646,9339
9802,9447,10012,9661,9344
9803,9448,10013,9662,9351
9811,9451,10016,9674,9353
9813,9452,10017,9675,9358
9814,9455,10050,9677,9361
9817,9456,10052,9685,9364
9818,9460,10076,9686,9367
9823,9467,10078,9692,9371
9831,9474,10088,9694,9374
9832,9494,10096,9700,9377
9838,9496,10114,9701,9380
9845,9497,10115,9723,9383
9852,9498,10116,9733,9386
9853,9499,10117,9743,9401
9859,9500,10119,9744,9402
9860,9501,10120,9747,9414
9862,9504,10121,9755,9415
9865,9505,10141,9757,9416
9866,9521,10149,9759,9432
9868,9531,10153,9763,9440
9869,9540,10161,9766,9450
9870,9548,10170,9767,9461
9873,9551,10175,9768,9466
9884,9556,10181,9773,9481
9897,9571,10184,9774,9503
9910,9577,10188,9775,9506
9918,9578,10195,9778,9509
9923,9583,10196,9796,9512
9933,9584,10204,9800,9516
9941,9585,10214,9805,9518
9947,9586,10221,9809,9520
9952,9587,10222,9822,9522
9959,9589,10224,9824,9530
9960,9591,10225,9826,9532
9962,9592,10228,9827,9533
9964,9596,10232,9829,9534
9974,9597,10235,9836,9535
9984,9613,10236,9846,9536
9992,9614,10238,9847,9537
9993,9617,10240,9850,9538
9995,9620,10243,9851,9541
10000,9625,10247,9855,9542
10001,9627,10249,9867,9546
10007,9634,10251,9874,9547
10010,9635,10255,9878,9549
10022,9642,10257,9879,9553
10023,9644,10260,9881,9555
10026,9648,10262,9895,9565
10027,9666,10267,9896,9567
10029,9667,10268,9900,9579
10030,9669,10278,9904,9581
10034,9672,10279,9911,9582
10039,9673,10284,9914,9594
10044,9676,10301,9916,9595
10045,9683,10303,9919,9598
10047,9696,10306,9920,9599
10049,9702,10309,9921,9601
10056,9703,10310,9922,9607
10057,9707,10314,9924,9610
10061,9709,10315,9926,9611
10062,9710,10328,9928,9612
10069,9714,10347,9929,9615
10070,9717,10379,9930,9616
10079,9718,10383,9934,9626
10089,9721,10390,9937,9639
10093,9726,10415,9944,9663
10095,9731,10416,9950,9688
10099,9741,10431,9955,9695
10102,9754,10435,9961,9698
10103,9758,10436,9968,9708
10111,9765,10437,9970,9715
10126,9772,10442,9981,9720
10130,9777,10445,9982,9722
10133,9781,10453,9987,9725
10138,9783,10454,9991,9727
10140,9784,10456,10006,9729
10144,9786,10459,10009,9730
10147,9787,10466,10021,9732
10163,9791,10467,10028,9734
10164,9797,10469,10048,9735
10174,9798,10474,10051,9737
10176,9804,10475,10058,9740
10177,9808,10477,10064,9749
10182,9816,10482,10066,9750
10191,9819,10493,10067,9751
10192,9828,10495,10072,9753
10193,9830,10508,10073,9760
10194,9844,10516,10074,9776
10198,9856,10520,10075,9789
10200,9857,10529,10077,9793
10211,9861,10530,10080,9807
10244,9882,10537,10083,9812
10253,9883,10539,10084,9820
10258,9892,10541,10086,9834
10265,9893,10544,10105,9837
10271,9908,10549,10106,9839
10273,9917,10556,10107,9840
10274,9939,10557,10108,9841
10286,9943,10558,10109,9843
10287,9954,10560,10112,9849
10289,9956,10561,10118,9858
10291,9963,10566,10123,9863
10292,9983,10569,10128,9864
10293,9988,10571,10129,9877
10300,9989,10573,10134,9885
10305,9994,10577,10142,9887
10321,10002,10588,10151,9889
10323,10003,10612,10152,9890
10330,10011,10616,10154,9891
10331,10018,10617,10155,9894
10335,10032,10625,10157,9901
10346,10037,10630,10158,9902
10349,10043,10636,10160,9903
10351,10046,10638,10169,9905
10355,10054,10639,10172,9906
10360,10055,10645,10179,9907
10362,10063,10654,10190,9912
10365,10085,10655,10197,9913
10373,10097,10663,10203,9925
10378,10110,10667,10215,9931
10382,10113,10668,10227,9932
10385,10122,10669,10242,9935
10387,10124,10672,10245,9940
10394,10125,10686,10246,9942
10400,10131,10690,10250,9949
10412,10132,10694,10263,9953
10419,10137,10696,10266,9957
10420,10139,10697,10269,9958
10423,10150,10698,10272,9965
10424,10159,10699,10275,9967
10425,10165,10701,10276,9972
10426,10168,10702,10277,9973
10432,10173,10705,10283,9976
10443,10180,10706,10285,9978
10448,10189,10708,10290,9979
10449,10199,10710,10294,9985
10462,10202,10715,10297,9986
10471,10205,10720,10308,9990
10478,10206,10737,10316,9996
10483,10207,10746,10325,10005
10486,10209,10747,10326,10008
10491,10212,10754,10352,10014
10492,10217,10759,10353,10015
10494,10219,10760,10370,10019
10501,10223,10774,10375,10020
10505,10226,10775,10381,10024
10506,10229,10781,10384,10025
10507,10231,10782,10386,10031
10509,10233,10783,10392,10033
10511,10234,10784,10393,10035
10512,10241,10788,10395,10036
10514,10248,10790,10396,10038
10515,10254,10791,10397,10040
10519,10256,10793,10408,10041
10521,10261,10794,10409,10042
10522,10264,10795,10411,10053
10524,10270,10798,10413,10059
10526,10280,10809,10421,10060
10527,10281,10810,10428,10065
10534,10288,10813,10429,10068
10550,10298,10815,10430,10071
10551,10307,10819,10433,10081
10552,10317,10820,10434,10082
10554,10324,10821,10438,10087
10565,10329,10822,10447,10090
10576,10339,10823,10455,10091
10585,10341,10825,10457,10092
10598,10345,10826,10458,10094
10600,10348,10828,10460,10098
10601,10356,10829,10473,10100
10603,10369,10832,10476,10101
10604,10376,10833,10489,10104
10605,10377,10834,10500,10127
10607,10388,10835,10502,10135
10621,10391,10840,10504,10136
10623,10398,10842,10510,10143
10628,10399,10844,10513,10145
10629,10406,10846,10517,10146
10631,10407,10851,10518,10148
10634,10410,10853,10523,10156
10637,10439,10854,10525,10162
10650,10440,10856,10528,10166
10658,10441,10858,10533,10167
10661,10451,10861,10542,10171
10665,10468,10863,10546,10178
10671,10472,10864,10547,10183
10678,10484,10866,10553,10185
10681,10487,10872,10555,10186
10688,10488,10883,10559,10187
10695,10496,10886,10562,10201
10725,10497,10887,10563,10208
10726,10498,10888,10564,10210
10727,10532,10907,10567,10213
10729,10540,10915,10568,10216
10730,10548,10916,10574,10218
10731,10584,10924,10575,10220
10732,10586,10926,10583,10230
10739,10589,10937,10592,10237
10743,10596,10949,10599,10239
10744,10597,10967,10602,10252
10749,10608,10975,10622,10259
10752,10610,10977,10633,10282
10753,10611,10984,10640,10295
10755,10613,11012,10641,10296
10756,10614,11016,10646,10299
10763,10620,11017,10652,10302
10764,10626,11019,10670,10304
10765,10627,11021,10673,10311
10770,10642,11024,10679,10312
10771,10648,11026,10687,10313
10773,10651,11034,10703,10318
10785,10653,11076,10709,10319
10800,10656,11086,10711,10320
10817,10657,11088,10717,10322
10818,10664,11092,10718,10327
10843,10674,11094,10724,10332
10847,10676,11097,10728,10333
10855,10677,11108,10740,10334
10865,10680,11112,10741,10336
10870,10682,11118,10748,10337
10873,10684,11121,10751,10338
10882,10685,11142,10758,10340
10885,10700,11145,10761,10342
10891,10704,11147,10767,10343
10892,10707,11160,10777,10344
10893,10712,11170,10778,10350
10894,10714,11179,10779,10354
10904,10716,11188,10789,10357
10910,10721,11191,10803,10358
10920,10722,11195,10804,10359
10923,10723,11198,10806,10361
10928,10733,11199,10811,10363
10942,10734,11203,10812,10364
10946,10735,11204,10814,10366
10947,10736,11211,10824,10367
10948,10738,11222,10838,10368
10952,10742,11228,10839,10371
10954,10745,11233,10849,10372
10959,10750,11235,10857,10374
10969,10757,11239,10867,10380
10971,10762,11243,10868,10389
10974,10766,11244,10874,10401
10979,10768,11245,10875,10402
10986,10769,11251,10876,10403
10988,10776,11253,10884,10404
10989,10799,11257,10896,10405
10991,10816,11260,10902,10414
11002,10852,11261,10903,10417
11004,10862,11266,10905,10418
11005,10869,11271,10906,10422
11006,10871,11278,10908,10427
11007,10880,11281,10911,10444
11009,10881,11283,10919,10446
11013,10895,11284,10921,10450
11022,10898,11285,10925,10452
11025,10901,11288,10927,10461
11030,10909,11289,10929,10463
11039,10913,11290,10930,10464
11040,10917,11291,10935,10465
11041,10932,11292,10938,10470
11042,10933,11297,10950,10479
11044,10936,11300,10953,10480
11045,10939,11301,10961,10481
11046,10944,11303,10962,10485
11048,10951,11304,10964,10490
11056,10955,11307,10968,10499
11066,10957,11308,10970,10503
11069,10973,11309,10972,10531
11070,10978,11311,10987,10535
11071,10982,11313,10999,10536
11081,10983,11315,11003,10538
11106,10985,11318,11008,10543
11119,10995,11322,11011,10545
11124,10996,11325,11020,10570
11127,10998,11330,11023,10572
11129,11000,11333,11035,10578
11130,11014,11341,11036,10579
11134,11015,11342,11049,10580
11135,11018,11343,11050,10581
11136,11028,11344,11051,10582
11137,11029,11353,11055,10587
11138,11031,11356,11057,10590
11149,11033,11364,11063,10591
11152,11043,11367,11065,10593
11163,11047,11368,11067,10594
11164,11058,11379,11073,10595
11174,11059,11384,11074,10606
11175,11060,11390,11075,10609
11187,11061,11391,11077,10615
11190,11062,11397,11078,10618
11213,11064,11404,11084,10619
11214,11072,11406,11085,10624
11217,11079,11407,11095,10632
11218,11080,11408,11099,10635
11220,11082,11409,11100,10643
11227,11087,11410,11102,10644
11232,11090,11411,11110,10647
11236,11091,11412,11113,10649
11241,11098,11414,11116,10659
11242,11104,11415,11120,10660
11254,11115,11416,11122,10662
11262,11140,11419,11123,10666
11269,11146,11425,11126,10675
11270,11151,11427,11128,10683
11274,11153,11436,11131,10689
11282,11156,11442,11132,10691
11296,11161,11443,11143,10692
11298,11167,11444,11144,10693
11310,11169,11445,11158,10713
11316,11171,11450,11159,10719
11317,11176,11464,11162,10772
11319,11180,11465,11184,10780
11327,11183,11472,11197,10786
11334,11185,11473,11201,10787
11345,11194,11474,11209,10792
11350,11196,11475,11212,10796
11362,11200,11476,11226,10797
11369,11202,11482,11229,10801
11370,11205,11485,11234,10802
11371,11206,11489,11240,10805
11377,11207,11497,11246,10807
11386,11208,11505,11250,10808
11387,11210,11507,11275,10827
11395,11215,11508,11295,10830
11420,11216,11509,11305,10831
11421,11219,11511,11314,10836
11433,11221,11512,11320,10837
11438,11223,11513,11321,10841
11439,11224,11514,11332,10845
11440,11225,11516,11338,10848
11441,11230,11517,11349,10850
11448,11231,11519,11351,10859
11451,11237,11521,11358,10860
11458,11247,11527,11372,10877
11466,11252,11529,11375,10878
11467,11255,11530,11380,10879
11469,11258,11534,11382,10889
11487,11259,11535,11383,10890
11488,11263,11543,11393,10897
11491,11264,11547,11399,10899
11492,11272,11550,11400,10900
11493,11277,11551,11401,10912
11500,11293,11552,11403,10914
11502,11306,11553,11417,10918
11503,11324,11554,11432,10922
11523,11326,11555,11437,10931
11524,11328,11557,11452,10934
11544,11331,11558,11459,10940
11570,11335,11559,11470,10941
11572,11354,11560,11471,10943
11578,11355,11561,11478,10945
11579,11357,11564,11494,10956
11586,11359,11566,11496,10958
11592,11366,11567,11498,10960
11596,11374,11577,11504,10963
11599,11376,11581,11510,10965
11601,11381,11585,11525,10966
11603,11385,11593,11531,10976
11604,11388,11597,11532,10980
11606,11389,11598,11533,10981
11614,11392,11600,11537,10990
11618,11405,11605,11540,10992
11629,11418,11607,11545,10993
11640,11422,11608,11548,10994
11642,11428,11617,11549,10997
11649,11431,11620,11565,11001
11655,11435,11622,11571,11010
11660,11447,11624,11576,11027
11670,11454,11626,11591,11032
11674,11455,11628,11602,11037
11677,11460,11637,11612,11038
11679,11463,11641,11613,11052
11680,11479,11646,11615,11053
11682,11480,11650,11621,11054
11693,11484,11654,11627,11068
11697,11495,11659,11631,11083
11712,11501,11668,11634,11089
11734,11515,11669,11644,11093
11744,11518,11673,11645,11096
11745,11522,11675,11658,11101
11752,11526,11678,11662,11103
11754,11528,11683,11663,11105
11755,11536,11684,11664,11107
11757,11538,11685,11665,11109
11759,11542,11687,11666,11111
11760,11568,11692,11672,11114
11761,11573,11694,11681,11117
11762,11575,11695,11686,11125
11765,11587,11696,11689,11133
11776,11588,11698,11691,11139
11778,11589,11699,11709,11141
11780,11590,11701,11715,11148
11781,11594,11702,11721,11150
11783,11595,11707,11724,11154
11787,11635,11711,11726,11155
11790,11636,11717,11733,11157
11797,11638,11718,11737,11165
11800,11639,11719,11739,11166
11811,11648,11720,11741,11168
11812,11651,11722,11748,11172
11813,11676,11723,11750,11173
11822,11690,11740,11768,11177
11830,11703,11747,11770,11178
11831,11706,11767,11774,11181
11838,11716,11769,11793,11182
11843,11732,11771,11796,11186
11854,11743,11773,11798,11189
11861,11749,11785,11801,11192
11864,11751,11808,11805,11193
11871,11753,11809,11810,11238
11873,11756,11818,11820,11248
11880,11763,11819,11821,11249
11883,11764,11824,11828,11256
11885,11766,11825,11829,11265
11886,11772,11827,11833,11267
11888,11775,11841,11834,11268
11891,11779,11851,11836,11273
11892,11788,11858,11844,11276
11905,11794,11870,11848,11279
11914,11795,11899,11857,11280
11921,11799,11901,11866,11286
11928,11814,11912,11867,11287
11932,11817,11917,11869,11294
11936,11826,11926,11874,11299
11943,11832,11938,11890,11302
11947,11839,11950,11896,11312
11948,11840,11954,11903,11323
11951,11842,11955,11908,11329
11953,11845,11956,11909,11336
11963,11847,11957,11910,11337
11964,11859,11958,11911,11339
11973,11872,11966,11913,11340
11975,11876,11974,11920,11346
11979,11877,11976,11929,11347
11983,11887,11981,11930,11348
11986,11889,11987,11931,11352
12002,11894,11989,11933,11360
12003,11895,11990,11934,11361
12005,11897,11995,11935,11363
12006,11898,12001,11939,11365
12010,11900,12009,11940,11373
12014,11902,12012,11941,11378
12021,11904,12017,11946,11394
12023,11918,12018,11961,11396
12024,11919,12026,11962,11398
12035,11922,12027,11982,11402
12042,11923,12029,11984,11413
12045,11924,12030,11991,11423
12046,11925,12034,11993,11424
12048,11927,12037,11994,11426
12049,11937,12038,11998,11429
12051,11944,12039,12000,11430
12054,11945,12040,12013,11434
12056,11965,12050,12016,11446
12063,11968,12060,12028,11449
12067,11969,12061,12031,11453
12068,11970,12064,12033,11456
12071,11971,12065,12036,11457
12079,11977,12066,12062,11461
12087,11978,12069,12073,11462
12088,11980,12070,12078,11468
12089,11988,12072,12080,11477
12093,11996,12084,12083,11481
12097,11997,12106,12098,11483
12100,11999,12109,12105,11486
12101,12007,12111,12107,11490
12113,12008,12118,12108,11499
12114,12011,12122,12110,11506
12117,12044,12128,12119,11520
12125,12047,12131,12124,11539
12139,12055,12132,12126,11541
12146,12058,12133,12134,11546
12147,12059,12137,12138,11556
12156,12076,12143,12151,11562
12160,12077,12145,12152,11563
12163,12082,12149,12154,11569
12165,12090,12159,12161,11574
12171,12091,12168,12162,11580
12172,12092,12174,12164,11582
12173,12095,12181,12166,11583
12175,12096,12197,12185,11584
12178,12102,12211,12188,11609
12191,12112,12212,12192,11610
12200,12115,12216,12195,11611
12208,12121,12219,12201,11616
12218,12123,12227,12202,11619
12221,12127,12234,12204,11623
12222,12129,12238,12205,11625
12236,12140,12239,12206,11630
12237,12141,12243,12207,11632
12242,12150,12244,12215,11633
12253,12153,12245,12228,11643
12264,12155,12247,12229,11647
12273,12158,12248,12231,11652
12274,12169,12249,12240,11653
12289,12176,12250,12252,11656
12293,12177,12251,12266,11657
12298,12179,12254,12267,11661
12305,12180,12255,12271,11667
12307,12183,12258,12277,11671
12310,12186,12259,12278,11688
12321,12199,12260,12279,11700
12323,12217,12262,12281,11704
12325,12223,12263,12294,11705
12330,12224,12265,12296,11708
12338,12226,12275,12301,11710
12339,12230,12282,12312,11713
12343,12232,12285,12318,11714
12352,12241,12291,12319,11725
12353,12246,12297,12320,11727
12354,12261,12302,12331,11728
12355,12269,12304,12340,11729
12360,12280,12308,12344,11730
12362,12283,12309,12356,11731
12364,12284,12313,12358,11735
12370,12286,12317,12361,11736
12374,12288,12324,12363,11738
12379,12290,12326,12369,11742
12381,12292,12328,12371,11746
12388,12295,12329,12372,11758
12398,12303,12333,12373,11777
12403,12314,12336,12377,11782
12405,12315,12341,12380,11784
12411,12316,12342,12382,11786
12414,12322,12348,12384,11789
12423,12327,12357,12385,11791
12426,12332,12378,12390,11792
12450,12345,12383,12392,11802
12455,12346,12387,12393,11803
12458,12347,12389,12400,11804
12460,12349,12396,12401,11806
12467,12350,12397,12407,11807
12476,12351,12406,12408,11815
12479,12359,12424,12410,11816
12495,12366,12425,12416,11823
12498,12375,12427,12418,11835
12505,12376,12431,12420,11837
12511,12391,12433,12421,11846
12514,12399,12435,12439,11849
12523,12402,12436,12440,11850
12530,12404,12438,12446,11852
12531,12413,12442,12447,11853
12543,12417,12464,12453,11855
12545,12422,12469,12457,11856
12546,12428,12470,12462,11860
12550,12429,12473,12463,11862
12566,12432,12488,12477,11863
12571,12434,12490,12478,11865
12576,12437,12494,12481,11868
12581,12441,12500,12483,11875
12582,12445,12502,12485,11878
12586,12461,12503,12486,11879
12591,12465,12509,12493,11881
12595,12466,12525,12508,11882
12600,12468,12526,12513,11884
12604,12480,12534,12515,11893
12607,12484,12537,12517,11906
12627,12489,12541,12528,11907
12632,12491,12548,12529,11915
12640,12496,12553,12536,11916
12641,12497,12554,12539,11942
12642,12501,12555,12544,11949
12643,12504,12558,12547,11952
12649,12506,12560,12552,11959
12650,12507,12569,12559,11960
12656,12512,12572,12561,11967
12665,12518,12575,12567,11972
12668,12520,12583,12579,11985
12675,12522,12584,12588,11992
12682,12524,12585,12590,12004
12683,12527,12598,12593,12015
12684,12532,12610,12601,12019
12685,12535,12611,12606,12020
12686,12540,12613,12616,12022
12693,12568,12614,12618,12025
12694,12570,12615,12623,12032
12700,12573,12619,12626,12041
12711,12589,12620,12630,12043
12714,12596,12629,12637,12052
12718,12599,12631,12645,12053
12728,12603,12648,12652,12057
12731,12605,12662,12657,12074
12734,12628,12674,12660,12075
12735,12633,12676,12673,12081
12748,12634,12680,12689,12085
12751,12635,12692,12690,12086
12752,12636,12708,12695,12094
12761,12638,12709,12696,12099
12767,12644,12712,12698,12103
12778,12646,12723,12699,12104
12781,12647,12732,12713,12116
12782,12651,12740,12717,12120
12787,12653,12741,12719,12130
12788,12654,12742,12726,12135
12799,12655,12743,12729,12136
12803,12659,12753,12733,12142
12806,12661,12765,12746,12144
12813,12663,12776,12755,12148
12816,12664,12777,12756,12157
12818,12666,12797,12757,12167
12822,12667,12798,12758,12170
12824,12669,12810,12763,12182
12827,12670,12811,12764,12184
12833,12671,12829,12770,12187
12834,12672,12837,12773,12189
12836,12677,12839,12779,12190
12845,12687,12858,12790,12193
12846,12688,12861,12791,12194
12848,12691,12863,12793,12196
12850,12697,12864,12795,12198
12851,12701,12882,12796,12203
12854,12702,12883,12801,12209
12855,12703,12895,12804,12210
12857,12704,12932,12807,12213
12865,12705,12940,12830,12214
12866,12706,12941,12841,12220
12868,12710,12955,12853,12225
12871,12716,12956,12860,12233
12872,12720,12961,12870,12235
12873,12721,12962,12875,12256
12878,12722,12963,12876,12257
12880,12724,12966,12877,12268
12881,12727,12968,12888,12270
12890,12730,12975,12889,12272
12896,12736,12987,12891,12276
12897,12744,12993,12892,12287
12899,12745,12995,12894,12299
12902,12749,13000,12898,12300
12903,12750,13005,12900,12306
12909,12754,13008,12907,12311
12910,12759,13011,12908,12334
12916,12760,13015,12913,12335
12919,12766,13016,12917,12337
12922,12768,13018,12918,12365
12931,12771,13021,12925,12367
12942,12774,13024,12929,12368
12946,12775,13028,12933,12386
12951,12780,13032,12934,12394
12957,12783,13033,12943,12395
12969,12785,13034,12945,12409
12970,12786,13037,12947,12412
12972,12794,13038,12948,12415
12976,12800,13041,12949,12419
12982,12802,13044,12950,12430
12984,12808,13049,12953,12443
12992,12809,13055,12954,12444
12996,12817,13061,12958,12448
13002,12819,13066,12959,12449
13004,12821,13069,12964,12451
13007,12825,13072,12991,12452
13009,12832,13075,12997,12454
13012,12835,13083,12998,12456
13019,12879,13088,12999,12459
13022,12884,13096,13013,12471
13026,12886,13100,13020,12472
13045,12893,13101,13023,12474
13057,12906,13102,13025,12475
13058,12911,13105,13031,12482
13067,12920,13118,13042,12487
13071,12930,13119,13047,12492
13078,12935,13122,13053,12499
13080,12936,13123,13064,12510
13089,12937,13124,13073,12516
13095,12938,13129,13077,12519
13107,12967,13134,13087,12521
13117,12974,13144,13092,12533
13131,12978,13145,13094,12538
13133,12980,13149,13112,12542
13136,12981,13153,13121,12549
13139,12983,13156,13125,12551
13141,12986,13158,13126,12556
13155,12994,13162,13128,12557
13169,13001,13166,13135,12562
13177,13003,13167,13163,12563
13181,13014,13171,13164,12564
13185,13029,13178,13165,12565
13199,13039,13182,13168,12574
13200,13040,13183,13173,12577
13201,13046,13184,13179,12578
13204,13050,13189,13180,12580
13208,13052,13193,13188,12587
13209,13054,13198,13191,12592
13210,13060,13217,13192,12594
13214,13068,13229,13194,12597
13218,13076,13231,13197,12602
13220,13082,13247,13213,12608
13224,13084,13252,13216,12609
13235,13085,13256,13221,12612
13236,13090,13264,13227,12617
13239,13093,13265,13232,12621
13253,13097,13266,13234,12622
13257,13098,13272,13240,12624
13258,13104,13277,13241,12625
13260,13108,13285,13261,12639
13269,13109,13292,13262,12658
13273,13113,13293,13263,12678
13275,13114,13304,13268,12679
13276,13116,13322,13274,12681
13279,13120,13324,13278,12707
13280,13132,13326,13288,12715
13281,13137,13338,13295,12725
13284,13140,13341,13302,12737
13287,13146,13356,13305,12738
13290,13148,13357,13309,12739
13297,13150,13359,13334,12747
13306,13152,13381,13336,12762
13311,13237,13385,13342,12769
13328,13238,13440,13344,12772
13330,13242,13448,13347,12784
13333,13243,13451,13351,12789
13340,13244,13453,13368,12792
13343,13245,13460,13376,12805
13346,13246,13463,13379,12812
13358,13250,13466,13383,12814
13361,13251,13470,13387,12815
13363,13259,13473,13388,12820
13364,13267,13480,13399,12823
13365,13270,13482,13410,12826
13367,13271,13484,13416,12828
13386,13282,13489,13418,12831
13392,13283,13498,13421,12838
13393,13286,13506,13422,12840
13396,13289,13509,13426,12842
13404,13291,13512,13428,12843
13406,13294,13513,13430,12844
13407,13296,13514,13431,12847
13409,13299,13515,13435,12849
13415,13300,13516,13437,12852
13434,13307,13518,13439,12856
13436,13310,13528,13443,12859
13444,13312,13545,13461,12862
13445,13313,13553,13462,12867
13450,13315,13558,13465,12869
13455,13317,13559,13468,12874
13457,13320,13567,13475,12885
13459,13321,13568,13483,12887
13469,13327,13569,13486,12901
13471,13329,13573,13488,12904
13476,13331,13577,13492,12905
13479,13332,13579,13493,12912
13491,13335,13580,13494,12914
13499,13337,13584,13495,12915
13501,13339,13589,13496,12921
13504,13345,13593,13500,12923
13508,13348,13601,13507,12924
13521,13355,13603,13517,12926
13532,13366,13606,13522,12927
13535,13369,13610,13524,12928
13537,13370,13619,13525,12939
13539,13371,13620,13527,12944
13549,13374,13621,13529,12952
13555,13375,13627,13530,12960
13561,13377,13632,13533,12965
13565,13391,13635,13542,12971
13575,13394,13637,13543,12973
13578,13397,13638,13544,12977
13594,13398,13639,13551,12979
13596,13402,13640,13557,12985
13597,13403,13642,13560,12988
13598,13405,13648,13562,12989
13605,13408,13662,13566,12990
13628,13412,13668,13570,13006
13630,13413,13673,13572,13010
13653,13414,13674,13574,13017
13656,13419,13677,13576,13027
13658,13420,13681,13581,13030
13660,13425,13682,13586,13035
13669,13427,13686,13595,13036
13671,13432,13696,13599,13043
13687,13438,13699,13602,13048
13694,13441,13702,13604,13051
13695,13446,13704,13608,13056
13698,13456,13710,13617,13059
13701,13458,13712,13618,13062
13705,13464,13718,13623,13063
13706,13467,13722,13624,13065
13708,13472,13725,13625,13070
13716,13478,13727,13626,13074
13717,13485,13729,13631,13079
13719,13487,13730,13633,13081
13721,13503,13733,13634,13086
13731,13505,13736,13650,13091
13734,13511,13744,13651,13099
13739,13519,13748,13652,13103
13741,13520,13750,13655,13106
13749,13534,13753,13657,13110
13764,13536,13758,13676,13111
13765,13538,13759,13678,13115
13768,13547,13761,13684,13127
13772,13550,13762,13688,13130
13788,13552,13763,13693,13138
13794,13554,13769,13703,13142
13804,13556,13771,13713,13143
13805,13563,13773,13714,13147
13806,13564,13779,13726,13151
13807,13571,13782,13732,13154
13811,13583,13783,13735,13157
13812,13585,13785,13738,13159
13813,13587,13787,13746,13160
13817,13591,13789,13754,13161
13818,13592,13791,13756,13170
13819,13600,13792,13767,13172
13820,13609,13793,13776,13174
13823,13614,13796,13781,13175
13826,13615,13798,13784,13176
13832,13616,13799,13786,13186
13835,13643,13800,13809,13187
13841,13645,13802,13810,13190
13844,13646,13821,13815,13195
13858,13654,13828,13824,13196
13869,13659,13830,13829,13202
13886,13664,13833,13836,13203
13890,13665,13840,13837,13205
13892,13667,13849,13842,13206
13893,13670,13852,13843,13207
13899,13683,13867,13845,13211
13902,13689,13876,13847,13212
13904,13691,13879,13851,13215
13906,13711,13887,13857,13219
13926,13715,13888,13859,13222
13935,13724,13908,13862,13223
13940,13728,13915,13865,13225
13944,13737,13925,13872,13226
13953,13740,13961,13883,13228
13955,13752,13967,13884,13230
13956,13757,13968,13895,13233
13958,13775,13969,13896,13248
13975,13780,13970,13898,13249
13979,13790,13982,13901,13254
13984,13795,13983,13905,13255
13986,13831,13985,13909,13298
13987,13834,13989,13913,13301
13990,13838,13995,13914,13303
13991,13839,13998,13916,13308
14045,13850,14000,13919,13314
14052,13854,14002,13937,13316
14055,13864,14003,13938,13318
14058,13866,14007,13941,13319
14060,13868,14008,13942,13323
14061,13870,14010,13943,13325
14069,13871,14012,13946,13349
14070,13873,14013,13948,13350
14074,13874,14014,13951,13352
14075,13875,14015,13957,13353
14083,13877,14018,13959,13354
14086,13880,14019,13960,13360
14089,13885,14022,13965,13362
14095,13891,14028,13976,13372
14097,13894,14029,13977,13373
14110,13903,14030,13978,13378
14112,13911,14036,13988,13380
14114,13912,14038,13994,13382
14125,13918,14047,14001,13384
14131,13923,14053,14017,13389
14153,13924,14064,14025,13390
14161,13927,14066,14027,13395
14169,13928,14067,14031,13400
14175,13930,14068,14034,13401
14177,13932,14079,14037,13411
14185,13933,14080,14046,13417
14191,13952,14092,14049,13423
14198,13954,14102,14057,13424
14200,13962,14103,14065,13429
14204,13966,14104,14076,13433
14205,13971,14105,14077,13442
14215,13973,14107,14082,13447
14219,13993,14108,14087,13449
14222,13996,14109,14088,13452
14226,14009,14121,14090,13454
14227,14032,14123,14091,13474
14228,14035,14138,14093,13477
14239,14043,14151,14106,13481
14241,14048,14158,14113,13490
14243,14056,14165,14122,13497
14244,14071,14181,14124,13502
14246,14072,14182,14126,13510
14255,14073,14186,14130,13523
14258,14078,14193,14142,13526
14261,14084,14194,14145,13531
14264,14094,14195,14150,13540
14265,14098,14221,14154,13541
14271,14111,14225,14155,13546
14277,14115,14232,14156,13548
14280,14119,14234,14157,13582
14281,14120,14251,14159,13588
14286,14128,14257,14160,13590
14290,14137,14266,14166,13607
14302,14139,14267,14170,13611
14303,14140,14268,14178,13612
14310,14141,14269,14179,13613
14312,14143,14278,14183,13622
14313,14148,14288,14187,13629
14315,14168,14292,14188,13636
14320,14174,14298,14196,13641
14330,14180,14314,14197,13644
14331,14189,14323,14199,13647
14337,14190,14325,14201,13649
14340,14192,14333,14202,13661
14341,14203,14350,14206,13663
14348,14210,14355,14207,13666
14349,14211,14365,14209,13672
14353,14213,14374,14212,13675
14354,14233,14380,14218,13679
14358,14235,14384,14229,13680
14362,14237,14386,14230,13685
14364,14253,14387,14242,13690
14370,14254,14389,14247,13692
14373,14272,14393,14248,13697
14375,14275,14395,14249,13700
14377,14283,14399,14256,13707
14378,14289,14400,14262,13709
14381,14306,14404,14270,13720
14383,14307,14405,14273,13723
14391,14328,14406,14274,13742
14396,14338,14407,14276,13743
14402,14344,14409,14279,13745
14421,14351,14420,14285,13747
14422,14359,14425,14287,13751
14423,14385,14426,14291,13755
14424,14390,14427,14294,13760
14432,14394,14428,14295,13766
14435,14398,14434,14300,13770
14438,14408,14437,14308,13774
14441,14412,14443,14309,13777
14444,14413,14462,14318,13778
14445,14415,14464,14321,13797
14447,14419,14477,14322,13801
14457,14431,14479,14324,13803
14483,14436,14485,14329,13808
14484,14439,14494,14332,13814
